scenario,sa4_code16,age_band_id,vaccine,time_dose_1,time_dose_2,num_people
19,122,5,3,55,,14
19,122,6,2,28,40,2213
19,122,6,2,27,39,2338
19,122,6,1,28,31,157
19,122,6,2,24,36,778
19,122,6,2,23,35,396
19,122,6,2,26,38,1756
19,122,6,2,22,34,206
19,122,6,1,13,33,125
19,122,6,1,31,34,959
19,122,6,1,31,35,7
19,122,6,2,32,44,299
19,122,6,1,26,29,212
19,122,6,1,32,35,1120
19,122,6,1,32,36,19
19,122,6,2,19,31,274
19,122,6,1,13,16,103
19,122,6,1,29,32,168
19,122,6,2,29,41,966
19,122,6,2,30,42,163
19,122,6,2,13,33,224
19,122,6,2,25,37,1211
19,122,6,1,24,27,165
19,122,6,2,20,32,313
19,122,6,1,30,33,586
19,122,6,1,30,34,61
19,122,6,1,19,22,28
19,122,6,2,31,43,253
19,122,6,1,15,18,88
19,122,6,2,16,28,145
19,122,6,1,25,28,227
19,122,6,1,27,30,190
19,122,6,2,17,29,217
19,122,6,2,21,33,140
19,122,6,1,27,33,16
19,122,6,1,29,34,6
19,122,6,1,29,33,63
19,122,6,1,28,33,22
19,122,6,2,18,30,228
19,122,6,1,23,26,80
19,122,6,1,26,33,10
19,122,6,1,16,19,66
19,122,6,1,14,17,95
19,122,6,2,20,33,43
19,122,6,2,15,27,95
19,122,6,1,18,21,38
19,122,6,1,24,33,7
19,122,6,1,17,20,52
19,122,6,1,21,24,41
19,122,6,1,25,33,5
19,122,6,2,14,26,12
19,122,6,1,20,34,1
19,122,6,1,22,25,54
19,122,6,1,16,34,2
19,122,6,2,19,33,18
19,122,6,1,42,45,1606
19,122,6,1,43,46,1161
19,122,6,1,38,41,1661
19,122,6,1,44,47,930
19,122,6,1,34,37,1361
19,122,6,3,53,,23
19,122,6,1,50,53,144
19,122,6,1,36,39,1920
19,122,6,1,47,50,332
19,122,6,1,52,55,73
19,122,6,3,50,54,55
19,122,6,1,45,48,663
19,122,6,1,51,54,119
19,122,6,1,54,,59
19,122,6,1,40,43,635
19,122,6,1,41,44,714
19,122,6,1,46,49,409
19,122,6,3,49,53,76
19,122,6,3,45,49,123
19,122,6,1,35,38,349
19,122,6,1,48,51,270
19,122,6,1,49,52,225
19,122,6,3,48,52,81
19,122,6,1,39,42,87
19,122,6,3,47,51,97
19,122,6,1,53,56,69
19,122,6,3,44,48,145
19,122,6,1,37,40,564
19,122,6,3,52,56,31
19,122,6,3,46,50,109
19,122,6,1,55,,40
19,122,6,1,36,40,17
19,122,6,3,51,55,44
19,122,6,3,54,,23
19,122,6,3,43,47,126
19,122,6,1,56,,22
19,122,6,3,42,46,153
19,122,6,3,56,,5
19,122,7,2,27,39,2128
19,122,7,2,28,40,1870
19,122,7,2,24,36,979
19,122,7,2,16,28,97
19,122,7,2,15,27,53
19,122,7,1,32,35,208
19,122,7,2,31,43,1394
19,122,7,2,30,42,1202
19,122,7,2,20,33,49
19,122,7,1,29,32,62
19,122,7,2,25,37,1481
19,122,7,2,21,33,256
19,122,7,2,26,38,1815
19,122,7,2,19,31,358
19,122,7,2,29,41,1170
19,122,7,1,26,29,92
19,122,7,2,23,35,619
19,122,7,2,32,44,1208
19,122,7,2,22,34,342
19,122,7,1,16,19,56
19,122,7,1,28,31,83
19,122,7,2,13,33,313
19,122,7,1,25,28,125
19,122,7,1,30,33,105
19,122,7,2,20,32,462
19,122,7,2,18,30,297
19,122,7,2,10,22,3
19,122,7,2,17,29,202
19,122,7,1,18,33,10
19,122,7,1,13,16,39
19,122,7,1,27,30,93
19,122,7,1,17,20,32
19,122,7,1,31,34,166
19,122,7,1,19,22,13
19,122,7,1,23,26,51
19,122,7,1,24,27,69
19,122,7,1,29,33,33
19,122,7,1,28,33,7
19,122,7,2,18,33,9
19,122,7,1,13,33,30
19,122,7,1,15,18,39
19,122,7,1,27,34,1
19,122,7,1,27,33,8
19,122,7,1,18,21,21
19,122,7,1,20,23,21
19,122,7,1,34,37,362
19,122,7,1,37,40,160
19,122,7,1,43,46,289
19,122,7,1,46,49,120
19,122,7,1,38,41,385
19,122,7,1,44,47,245
19,122,7,1,42,45,374
19,122,7,1,36,39,486
19,122,7,1,48,51,83
19,122,7,1,41,44,179
19,122,7,3,45,49,37
19,122,7,1,40,43,153
19,122,7,3,47,51,29
19,122,7,1,39,42,25
19,122,7,1,35,38,80
19,122,7,1,47,50,100
19,122,7,1,45,48,168
19,122,7,1,50,53,30
19,122,7,1,38,42,1
19,122,7,1,49,52,47
19,122,7,1,51,54,20
19,122,7,3,50,54,21
19,122,7,3,43,47,47
19,122,7,1,54,,15
19,122,7,3,44,48,45
19,122,7,3,52,56,4
19,122,7,3,46,50,35
19,122,7,3,42,46,42
19,122,7,1,52,55,19
19,122,7,3,49,53,13
19,122,7,2,17,33,12
19,122,7,1,16,33,2
19,122,7,1,16,34,1
19,122,7,1,22,25,23
19,122,7,1,21,24,26
19,122,7,2,33,45,1102
19,122,7,2,36,48,472
19,122,7,2,45,,37
19,122,7,2,39,51,215
19,122,7,2,37,49,340
19,122,7,2,35,47,655
19,122,7,2,44,56,50
19,122,7,2,38,50,249
19,122,7,2,40,52,143
19,122,7,2,34,46,805
19,122,7,2,43,55,56
19,122,7,2,47,,20
19,122,7,2,46,,29
19,122,7,2,50,,6
19,122,7,2,48,,18
19,122,7,2,41,53,113
19,122,7,2,42,54,77
19,122,7,2,49,,13
19,122,8,2,29,41,640
19,122,8,2,23,35,1098
19,122,8,2,20,32,1257
19,122,8,2,19,31,953
19,122,8,2,25,37,1059
19,122,8,2,18,30,791
19,122,8,2,28,40,968
19,122,8,2,22,34,1050
19,122,8,2,27,39,1071
19,122,8,2,24,36,1197
19,122,8,2,32,44,579
19,122,8,2,17,29,655
19,122,8,2,21,33,898
19,122,8,2,13,33,546
19,122,8,1,32,35,60
19,122,8,2,31,43,684
19,122,8,2,26,38,1075
19,122,8,2,20,33,202
19,122,8,1,16,19,30
19,122,8,2,11,23,7
19,122,8,2,30,42,613
19,122,8,2,16,28,70
19,122,8,1,24,27,32
19,122,8,2,17,33,12
19,122,8,1,26,29,31
19,122,8,2,14,26,9
19,122,8,1,28,31,20
19,122,8,1,30,33,33
19,122,8,1,17,20,10
19,122,8,1,27,30,32
19,122,8,2,13,25,9
19,122,8,1,31,34,42
19,122,8,1,14,17,10
19,122,8,1,23,26,29
19,122,8,2,15,27,42
19,122,8,1,27,33,5
19,122,8,2,33,45,703
19,122,8,2,42,54,56
19,122,8,2,34,46,545
19,122,8,2,38,50,171
19,122,8,2,35,47,377
19,122,8,2,36,48,302
19,122,8,2,39,51,118
19,122,8,2,46,,15
19,122,8,2,41,53,71
19,122,8,2,43,55,37
19,122,8,2,37,49,204
19,122,8,2,40,52,100
19,122,8,1,15,33,2
19,122,8,2,18,33,19
19,122,8,1,25,28,62
19,122,8,1,30,34,1
19,122,8,1,20,23,7
19,122,8,1,29,33,3
19,122,8,1,26,33,6
19,122,8,1,50,53,20
19,122,8,1,42,45,194
19,122,8,1,45,48,78
19,122,8,3,43,47,21
19,122,8,1,36,39,261
19,122,8,1,43,46,150
19,122,8,1,39,42,12
19,122,8,1,34,37,169
19,122,8,1,38,41,184
19,122,8,1,44,47,108
19,122,8,1,49,52,22
19,122,8,1,37,40,72
19,122,8,1,40,43,71
19,122,8,3,44,48,15
19,122,8,1,35,38,47
19,122,8,3,51,55,6
19,122,8,1,48,51,38
19,122,8,1,51,54,21
19,122,8,1,46,49,59
19,122,8,1,52,55,12
19,122,8,1,47,50,39
19,122,8,3,48,52,12
19,122,8,1,41,44,104
19,122,9,1,23,26,114
19,122,9,2,26,38,423
19,122,9,2,19,33,46
19,122,9,1,13,16,264
19,122,9,2,19,31,541
19,122,9,2,29,41,318
19,122,9,2,11,23,4
19,122,9,2,31,43,277
19,122,9,2,17,29,399
19,122,9,2,27,39,464
19,122,9,2,18,30,522
19,122,9,2,22,34,550
19,122,9,1,24,27,117
19,122,9,2,20,33,137
19,122,9,1,22,33,14
19,122,9,2,25,37,466
19,122,9,2,21,33,476
19,122,9,1,16,19,157
19,122,9,2,28,40,379
19,122,9,2,30,42,305
19,122,9,2,20,32,793
19,122,9,2,23,35,540
19,122,9,2,32,44,321
19,122,9,2,24,36,490
19,122,9,2,13,33,307
19,122,9,1,18,21,81
19,122,9,2,16,28,25
19,122,9,1,15,18,99
19,122,9,1,17,20,56
19,122,9,1,15,33,26
19,122,9,1,22,25,91
19,122,9,1,21,24,78
19,122,9,1,32,35,12
19,122,9,1,19,22,95
19,122,9,1,25,28,78
19,122,9,2,18,33,24
19,122,9,2,9,21,2
19,122,9,1,17,33,50
19,122,9,1,31,34,31
19,122,9,2,15,27,8
19,122,9,1,36,39,255
19,122,9,1,50,53,19
19,122,9,1,34,37,189
19,122,9,1,37,40,91
19,122,9,1,35,38,48
19,122,9,1,39,42,10
19,122,9,1,44,47,122
19,122,9,1,38,41,196
19,122,9,3,46,50,20
19,122,9,1,40,43,87
19,122,9,1,41,44,93
19,122,9,3,45,49,20
19,122,9,1,42,45,193
19,122,9,1,43,46,154
19,122,9,1,45,48,92
19,122,9,1,46,49,54
19,122,9,1,56,,3
19,122,9,2,10,22,3
19,122,9,2,35,47,173
19,122,9,2,42,54,28
19,122,9,2,37,49,134
19,122,9,2,34,46,258
19,122,9,2,33,45,337
19,122,9,2,36,48,133
19,122,9,2,39,51,49
19,122,9,2,40,52,44
19,122,9,2,44,56,19
19,122,9,2,43,55,27
19,122,9,2,38,50,86
19,122,2,2,20,32,12
19,122,2,1,27,33,5
19,122,2,1,13,16,2
19,122,2,1,23,26,6
19,122,2,2,24,36,4
19,122,2,2,32,44,9
19,122,2,2,22,34,10
19,122,2,1,46,50,1
19,122,3,1,32,36,6
19,122,3,1,17,20,40
19,122,3,1,21,24,42
19,122,3,1,19,33,6
19,122,3,1,19,34,2
19,122,3,1,20,23,38
19,122,3,1,21,33,6
19,122,3,2,13,33,16
19,122,3,1,24,34,1
19,122,3,1,25,33,7
19,122,3,1,14,33,1
19,122,3,2,24,36,22
19,122,3,2,21,33,15
19,122,3,2,27,39,16
19,122,3,2,22,34,18
19,122,4,1,32,36,8
19,122,4,1,26,33,14
19,122,4,1,13,34,1
19,122,4,2,23,35,17
19,122,4,1,29,34,8
19,122,4,1,28,34,5
19,122,4,1,24,33,9
19,122,4,1,27,34,5
19,122,4,1,25,33,4
19,122,4,2,24,36,17
19,122,4,2,15,33,2
19,122,4,2,25,37,20
19,122,4,2,20,33,6
19,122,4,2,17,33,2
19,122,5,1,30,35,1
19,122,5,1,16,19,52
19,122,5,1,28,34,8
19,122,5,1,28,35,1
19,122,5,1,26,34,5
19,122,5,1,24,33,10
19,122,5,1,20,33,2
19,122,5,2,12,24,1
19,122,5,1,18,33,1
19,122,5,2,25,37,23
19,122,6,1,13,34,10
19,122,6,1,20,23,45
19,122,6,2,15,33,2
19,122,7,1,30,34,6
19,122,7,2,19,33,15
19,122,7,1,32,36,4
19,122,7,1,14,17,34
19,122,7,2,14,26,16
19,122,7,1,53,56,22
19,122,7,1,55,,13
19,122,7,3,51,55,12
19,122,7,1,36,40,5
19,122,7,3,48,52,22
19,122,7,1,26,33,3
19,122,7,2,51,,6
19,122,8,1,13,33,17
19,122,8,1,29,32,21
19,122,8,3,49,53,19
19,122,8,2,19,33,50
19,122,8,2,10,22,3
19,122,8,1,13,16,48
19,122,8,1,22,25,24
19,122,8,1,19,22,12
19,122,8,1,21,24,14
19,122,8,1,18,21,16
19,122,8,1,13,34,2
19,122,8,2,47,,13
19,122,8,2,45,,20
19,122,8,2,44,56,23
19,122,9,1,28,31,7
19,122,9,1,29,32,7
19,122,9,1,30,33,6
19,122,9,1,13,33,16
19,122,9,1,14,17,21
19,122,9,2,49,,3
19,122,9,2,52,,2
19,122,9,2,48,,3
19,122,9,2,41,53,31
19,122,9,1,20,23,38
19,122,9,1,25,33,7
19,122,9,1,27,33,2
19,122,9,3,47,51,15
19,122,9,3,51,55,2
19,122,9,3,44,48,15
19,122,9,1,47,50,45
19,122,9,1,48,51,30
19,122,9,3,42,46,14
19,122,9,3,48,52,7
19,122,2,2,23,35,9
19,122,2,2,21,33,5
19,122,3,2,16,33,1
19,122,3,1,29,34,4
19,122,3,2,20,33,8
19,122,4,2,10,22,1
19,122,4,2,14,26,2
19,122,4,1,17,34,1
19,122,4,1,17,33,5
19,122,5,2,17,33,2
19,122,5,2,20,33,8
19,122,6,1,18,33,5
19,122,6,1,21,33,1
19,122,6,2,17,33,7
19,122,7,2,12,24,4
19,122,7,3,56,,7
19,122,7,1,13,34,4
19,122,8,1,21,33,7
19,122,8,1,15,18,15
19,122,8,1,24,33,8
19,122,8,3,46,50,18
19,122,8,3,45,49,17
19,122,9,1,15,34,3
19,122,9,1,21,33,45
19,122,9,3,50,54,7
19,122,9,1,21,34,3
19,122,9,1,16,33,10
19,122,9,1,24,33,13
19,122,9,2,46,,6
19,122,3,2,18,33,10
19,122,4,2,16,33,5
19,122,4,2,12,24,2
19,122,4,2,19,33,11
19,122,4,2,30,42,8
19,122,5,2,16,33,4
19,122,6,2,13,25,4
19,122,6,2,11,23,2
19,122,6,2,18,33,4
19,122,6,3,55,,8
19,122,7,2,11,23,1
19,122,7,1,56,,6
19,122,7,3,53,,5
19,122,7,3,54,,4
19,122,8,1,23,33,2
19,122,8,2,12,24,6
19,122,8,2,52,,4
19,122,8,2,48,,9
19,122,8,2,50,,6
19,122,8,2,51,,3
19,122,8,1,56,,4
19,122,8,3,47,51,10
19,122,8,3,50,54,7
19,122,9,1,29,33,4
19,122,9,1,27,30,9
19,122,9,1,26,33,5
19,122,9,3,43,47,18
19,122,9,1,51,54,8
19,122,9,3,52,56,3
19,122,2,1,21,24,4
19,122,2,2,17,29,7
19,122,3,1,28,34,6
19,122,3,1,26,33,10
19,122,3,1,24,33,13
19,122,3,2,29,41,8
19,122,6,1,14,33,2
19,122,7,1,24,33,9
19,122,7,1,21,33,4
19,122,8,2,9,21,3
19,122,8,2,8,20,1
19,122,8,1,27,34,2
19,122,8,1,25,33,3
19,122,8,1,17,33,4
19,122,8,3,42,46,17
19,122,8,3,54,,1
19,122,9,2,17,33,11
19,122,9,1,49,52,24
19,122,9,1,18,33,16
19,122,2,1,26,33,1
19,122,2,1,29,34,1
19,122,2,1,28,33,4
19,122,2,1,16,19,1
19,122,3,1,19,22,25
19,122,3,1,26,34,1
19,122,4,1,18,33,2
19,122,4,2,9,21,1
19,122,4,2,8,20,2
19,122,4,1,23,33,3
19,122,5,1,24,34,1
19,122,5,2,15,33,1
19,122,5,1,21,33,2
19,122,5,1,17,33,3
19,122,6,1,23,33,2
19,122,6,1,19,34,1
19,122,7,2,16,33,3
19,122,7,2,54,,1
19,122,7,2,52,,4
19,122,7,2,53,,2
19,122,7,2,55,,1
19,122,8,2,49,,3
19,122,8,3,55,,2
19,122,9,1,23,33,11
19,122,9,2,45,,8
19,122,9,2,51,,2
19,122,9,2,47,,6
19,122,9,1,17,34,7
19,122,9,1,36,40,3
19,122,9,1,54,,6
19,122,2,1,32,36,3
19,122,2,2,16,28,1
19,122,3,2,15,33,4
19,122,3,1,15,33,4
19,122,5,1,16,33,1
19,122,5,2,19,33,4
19,122,6,1,19,33,4
19,122,7,2,13,25,1
19,122,8,3,52,56,2
19,122,8,1,24,34,1
19,122,8,2,53,,2
19,122,9,2,54,,1
19,122,9,1,28,33,7
19,122,9,1,52,55,7
19,122,9,1,53,56,12
19,122,9,3,54,,2
19,122,9,1,55,,4
19,122,2,2,26,38,4
19,122,3,1,31,35,3
19,122,5,1,42,46,2
19,122,6,1,16,33,3
19,122,6,1,38,42,1
19,122,8,2,5,17,2
19,122,8,1,53,56,5
19,122,9,1,14,33,2
19,122,9,1,16,34,1
19,122,3,1,16,34,1
19,122,3,1,16,33,1
19,122,3,2,19,33,10
19,122,4,2,18,33,3
19,122,4,1,20,33,1
19,122,4,1,42,46,1
19,122,5,2,14,26,2
19,122,6,1,28,34,1
19,122,6,1,23,34,1
19,122,6,1,17,33,2
19,122,8,1,28,33,6
19,122,8,1,54,,4
19,122,9,1,31,35,2
19,122,9,1,18,34,2
19,122,9,1,30,34,1
19,122,9,3,49,53,8
19,122,9,3,53,,3
19,122,2,1,30,34,3
19,122,3,1,23,33,2
19,122,6,1,22,33,2
19,122,8,2,6,18,2
19,122,8,3,53,,3
19,122,8,1,55,,2
19,122,9,2,14,26,1
19,122,9,2,12,24,2
19,122,9,1,13,34,2
19,122,9,1,26,29,9
19,122,2,1,20,23,6
19,122,3,1,27,34,1
19,122,3,1,20,33,4
19,122,5,1,14,33,2
19,122,7,2,9,21,2
19,122,7,1,22,33,1
19,122,7,1,23,33,1
19,122,8,1,18,33,6
19,122,8,1,31,35,1
19,122,8,1,22,34,1
19,122,8,1,36,40,1
19,122,9,1,22,34,4
19,122,9,1,25,34,1
19,122,3,2,14,26,1
19,122,5,1,22,33,1
19,122,6,1,27,34,1
19,122,8,1,14,33,1
19,122,9,2,13,25,1
19,122,9,1,20,34,1
19,122,9,2,50,,3
19,122,2,2,20,33,2
19,122,3,1,17,33,2
19,122,4,1,24,34,1
19,122,8,1,16,33,6
19,122,8,1,22,33,2
19,122,2,1,25,33,1
19,122,2,1,17,33,1
19,122,3,1,31,36,1
19,122,3,1,20,34,1
19,122,3,1,17,34,1
19,122,4,1,15,33,1
19,122,4,1,21,34,1
19,122,6,1,26,34,2
19,122,6,1,15,33,2
19,122,6,2,16,33,1
19,122,7,1,17,33,1
19,122,7,3,55,,1
19,122,7,1,31,35,1
19,122,7,1,25,33,2
19,122,7,1,12,15,1
19,122,8,1,17,34,1
19,122,8,2,54,,1
19,122,9,1,12,15,2
19,122,9,2,53,,1
19,122,9,1,19,33,3
19,122,9,1,26,34,1
19,122,7,1,28,34,1
19,123,2,1,28,31,30
19,123,2,1,32,35,103
19,123,2,1,27,30,58
19,123,2,1,30,33,31
19,123,2,1,26,29,35
19,123,2,2,32,44,10
19,123,2,2,19,31,8
19,123,2,2,17,29,5
19,123,2,2,27,39,1
19,123,2,2,23,35,5
19,123,2,2,25,37,3
19,123,2,3,47,51,337
19,123,2,1,50,53,828
19,123,2,1,48,51,1519
19,123,2,1,49,52,1075
19,123,2,3,46,50,466
19,123,2,1,53,56,379
19,123,2,1,46,49,2446
19,123,2,1,52,55,495
19,123,2,3,48,52,282
19,123,2,1,47,50,2134
19,123,2,3,51,55,119
19,123,2,1,51,54,653
19,123,2,1,56,,156
19,123,2,3,49,53,293
19,123,2,3,54,,70
19,123,2,1,55,,202
19,123,2,3,50,54,205
19,123,2,3,55,,35
19,123,2,1,54,,290
19,123,2,3,53,,71
19,123,2,3,52,56,113
19,123,3,1,31,34,317
19,123,3,1,26,29,184
19,123,3,1,32,35,497
19,123,3,2,32,44,42
19,123,3,2,18,30,88
19,123,3,1,20,23,94
19,123,3,1,28,31,168
19,123,3,1,22,25,104
19,123,3,1,25,28,202
19,123,3,1,17,20,52
19,123,3,2,20,32,35
19,123,3,1,24,27,148
19,123,3,1,19,33,3
19,123,3,1,21,24,93
19,123,3,1,23,26,122
19,123,3,1,29,32,136
19,123,3,1,14,17,96
19,123,3,1,16,19,109
19,123,3,1,19,22,43
19,123,3,1,29,33,44
19,123,3,1,30,33,155
19,123,3,1,15,18,108
19,123,3,1,27,30,206
19,123,3,2,31,43,38
19,123,3,1,18,21,43
19,123,3,2,18,33,11
19,123,3,2,17,29,56
19,123,3,2,19,31,59
19,123,3,2,21,33,14
19,123,3,2,13,33,7
19,123,3,2,23,35,7
19,123,3,2,22,34,16
19,123,3,2,25,37,10
19,123,3,2,24,36,16
19,123,3,2,26,38,7
19,123,3,1,47,50,5027
19,123,3,1,53,56,898
19,123,3,1,48,51,3807
19,123,3,1,46,49,6139
19,123,3,1,54,,614
19,123,3,3,50,54,512
19,123,3,3,46,50,1089
19,123,3,3,52,56,250
19,123,3,1,51,54,1573
19,123,3,1,52,55,1160
19,123,3,1,49,52,2832
19,123,3,3,54,,147
19,123,3,1,50,53,2046
19,123,3,3,56,,66
19,123,3,3,47,51,877
19,123,3,1,56,,390
19,123,3,3,51,55,340
19,123,3,3,49,53,600
19,123,3,3,48,52,742
19,123,3,1,55,,514
19,123,3,3,55,,92
19,123,3,3,53,,166
19,123,4,2,17,29,81
19,123,4,2,32,44,112
19,123,4,1,18,33,5
19,123,4,2,18,30,107
19,123,4,1,18,21,103
19,123,4,1,26,29,318
19,123,4,1,22,25,156
19,123,4,1,32,35,770
19,123,4,1,23,26,147
19,123,4,1,29,32,202
19,123,4,1,29,33,61
19,123,4,1,25,28,332
19,123,4,1,13,16,151
19,123,4,1,27,30,322
19,123,4,1,21,24,127
19,123,4,1,30,33,267
19,123,4,1,13,33,57
19,123,4,1,28,31,237
19,123,4,1,14,17,171
19,123,4,2,16,28,24
19,123,4,1,24,27,261
19,123,4,1,17,20,126
19,123,4,1,31,34,519
19,123,4,1,19,22,62
19,123,4,1,28,33,32
19,123,4,1,16,19,165
19,123,4,2,31,43,86
19,123,4,1,15,18,165
19,123,4,2,19,31,103
19,123,4,1,20,23,149
19,123,4,1,20,33,7
19,123,4,2,19,33,19
19,123,4,1,25,33,14
19,123,4,2,30,42,11
19,123,4,2,20,32,54
19,123,4,2,21,33,13
19,123,4,2,27,39,15
19,123,4,2,13,33,12
19,123,4,2,23,35,9
19,123,4,2,22,34,16
19,123,4,2,25,37,21
19,123,4,2,26,38,13
19,123,4,2,28,40,8
19,123,4,1,47,50,1307
19,123,4,1,46,49,1600
19,123,4,1,43,46,4225
19,123,4,1,53,56,225
19,123,4,1,42,45,5812
19,123,4,3,44,48,353
19,123,4,1,50,53,541
19,123,4,1,45,48,2378
19,123,4,3,43,47,361
19,123,4,1,40,43,2994
19,123,4,1,44,47,3222
19,123,4,3,42,46,408
19,123,4,1,41,44,3727
19,123,4,1,52,55,339
19,123,4,3,45,49,358
19,123,4,1,49,52,733
19,123,4,1,51,54,431
19,123,4,1,48,51,1053
19,123,4,3,50,54,110
19,123,4,3,46,50,307
19,123,4,3,47,51,215
19,123,4,1,54,,187
19,123,4,1,55,,127
19,123,4,1,56,,109
19,123,4,3,49,53,178
19,123,4,3,48,52,205
19,123,4,3,51,55,93
19,123,5,1,17,20,130
19,123,5,1,28,31,478
19,123,5,1,22,25,155
19,123,5,1,30,33,616
19,123,5,1,31,34,996
19,123,5,2,19,31,129
19,123,5,2,18,30,160
19,123,5,1,25,28,551
19,123,5,2,31,43,86
19,123,5,2,17,29,95
19,123,5,1,27,30,666
19,123,5,1,16,33,2
19,123,5,1,32,35,1257
19,123,5,1,14,17,152
19,123,5,1,29,32,642
19,123,5,1,26,29,532
19,123,5,1,13,16,129
19,123,5,1,20,23,130
19,123,5,1,24,27,268
19,123,5,1,18,21,123
19,123,5,2,32,44,119
19,123,5,1,23,26,115
19,123,5,1,16,19,146
19,123,5,2,20,32,80
19,123,5,1,13,33,111
19,123,5,1,29,33,188
19,123,5,1,15,18,201
19,123,5,1,19,22,68
19,123,5,2,17,33,11
19,123,5,1,21,24,141
19,123,5,1,27,33,34
19,123,5,2,16,28,40
19,123,5,2,30,42,15
19,123,5,2,18,33,11
19,123,5,2,21,33,16
19,123,5,2,25,37,16
19,123,5,2,19,33,21
19,123,5,2,23,35,14
19,123,5,2,22,34,31
19,123,5,1,37,40,906
19,123,5,1,35,38,1107
19,123,5,1,53,56,97
19,123,5,1,42,45,2356
19,123,5,1,38,41,2537
19,123,5,1,49,52,265
19,123,5,1,43,46,1748
19,123,5,1,34,37,2645
19,123,5,1,36,39,3221
19,123,5,1,41,44,1562
19,123,5,1,39,42,335
19,123,5,1,56,,43
19,123,5,1,40,43,1216
19,123,5,1,51,54,187
19,123,5,1,33,36,241
19,123,5,1,44,47,1428
19,123,5,1,46,49,668
19,123,5,1,45,48,997
19,123,5,1,48,51,425
19,123,5,1,54,,77
19,123,5,1,47,50,541
19,123,5,3,49,53,80
19,123,5,3,47,51,120
19,123,5,1,50,53,226
19,123,5,3,44,48,161
19,123,5,3,42,46,164
19,123,5,3,46,50,129
19,123,5,1,55,,66
19,123,5,3,43,47,166
19,123,5,3,55,,11
19,123,5,3,45,49,117
19,123,5,3,50,54,57
19,123,5,1,52,55,119
19,123,6,2,28,40,903
19,123,6,1,15,18,146
19,123,6,2,26,38,971
19,123,6,2,24,36,514
19,123,6,1,14,17,102
19,123,6,2,32,44,212
19,123,6,1,20,23,123
19,123,6,1,32,35,1058
19,123,6,1,23,26,82
19,123,6,1,30,33,290
19,123,6,2,20,32,268
19,123,6,2,27,39,1167
19,123,6,2,21,33,102
19,123,6,2,23,35,429
19,123,6,2,19,31,264
19,123,6,2,22,34,184
19,123,6,1,27,30,179
19,123,6,1,28,31,135
19,123,6,2,29,41,374
19,123,6,2,20,33,41
19,123,6,1,17,20,90
19,123,6,2,31,43,210
19,123,6,1,25,28,129
19,123,6,2,18,30,267
19,123,6,1,19,22,61
19,123,6,1,24,27,90
19,123,6,2,17,29,145
19,123,6,1,21,24,119
19,123,6,1,31,34,631
19,123,6,1,13,16,89
19,123,6,2,25,37,716
19,123,6,1,22,25,143
19,123,6,1,18,21,89
19,123,6,2,30,42,67
19,123,6,2,13,33,173
19,123,6,1,29,33,46
19,123,6,2,16,28,50
19,123,6,1,29,32,161
19,123,6,1,26,29,152
19,123,6,1,13,33,46
19,123,6,2,18,33,9
19,123,6,2,16,33,1
19,123,6,2,19,33,24
19,123,6,1,43,46,1455
19,123,6,1,46,49,498
19,123,6,1,34,37,2073
19,123,6,1,40,43,958
19,123,6,1,44,47,1115
19,123,6,1,45,48,823
19,123,6,1,42,45,1870
19,123,6,1,36,39,2504
19,123,6,1,38,41,1924
19,123,6,1,41,44,1263
19,123,6,1,39,42,261
19,123,6,1,37,40,679
19,123,6,1,49,52,246
19,123,6,1,50,53,193
19,123,6,1,33,36,199
19,123,6,1,35,38,880
19,123,6,3,46,50,93
19,123,6,1,47,50,429
19,123,6,3,48,52,74
19,123,6,3,42,46,139
19,123,6,1,53,56,84
19,123,6,1,51,54,140
19,123,6,1,52,55,93
19,123,6,3,45,49,110
19,123,6,3,43,47,122
19,123,6,1,48,51,295
19,123,6,3,44,48,133
19,123,6,3,53,,15
19,123,6,1,54,,56
19,123,6,3,56,,7
19,123,6,3,49,53,56
19,123,7,2,25,37,1216
19,123,7,2,23,35,832
19,123,7,2,30,42,870
19,123,7,2,26,38,1319
19,123,7,2,32,44,1073
19,123,7,1,31,34,189
19,123,7,2,24,36,846
19,123,7,2,29,41,696
19,123,7,2,20,33,84
19,123,7,1,15,18,95
19,123,7,2,18,30,389
19,123,7,2,27,39,1500
19,123,7,2,21,33,276
19,123,7,2,20,32,546
19,123,7,2,31,43,1174
19,123,7,2,28,40,1176
19,123,7,1,30,33,63
19,123,7,2,17,29,220
19,123,7,1,28,31,84
19,123,7,2,19,31,459
19,123,7,1,14,17,51
19,123,7,2,22,34,438
19,123,7,2,13,33,261
19,123,7,1,13,16,35
19,123,7,2,16,28,77
19,123,7,1,22,25,92
19,123,7,1,20,23,68
19,123,7,1,32,35,229
19,123,7,1,21,24,61
19,123,7,1,16,19,68
19,123,7,1,17,20,48
19,123,7,1,19,22,40
19,123,7,1,27,30,83
19,123,7,2,18,33,17
19,123,7,1,23,26,44
19,123,7,1,25,28,51
19,123,7,1,45,48,239
19,123,7,1,36,39,757
19,123,7,1,42,45,558
19,123,7,1,34,37,561
19,123,7,3,44,48,34
19,123,7,1,38,41,544
19,123,7,1,44,47,321
19,123,7,1,41,44,311
19,123,7,1,35,38,253
19,123,7,1,40,43,291
19,123,7,1,33,36,52
19,123,7,1,43,46,407
19,123,7,1,37,40,181
19,123,7,1,48,51,91
19,123,7,1,53,56,35
19,123,7,3,47,51,30
