scenario,sa4_code16,age_band_id,vaccine,time_dose_1,time_dose_2,num_people
19,109,3,1,47,50,1619
19,109,3,1,46,49,2048
19,109,4,1,41,44,1659
19,109,4,1,42,45,1599
19,109,4,1,40,43,1530
19,109,5,1,34,37,1581
19,109,5,1,38,41,429
19,109,5,1,35,38,1050
19,109,6,1,36,39,1003
19,109,6,1,37,40,284
19,109,7,1,35,38,350
19,109,7,2,34,46,686
19,109,9,1,34,37,140
19,109,2,1,48,51,545
19,109,2,1,47,50,706
19,109,3,3,46,50,595
19,109,3,1,49,52,818
19,109,6,1,38,41,468
19,109,6,1,34,37,1347
19,109,7,2,26,38,1063
19,109,8,2,24,36,640
19,109,8,2,27,39,659
19,109,9,2,31,43,208
19,109,5,1,33,36,504
19,109,2,1,49,52,386
19,109,3,3,48,52,419
19,109,5,1,23,26,61
19,109,6,1,31,34,136
19,109,6,1,35,38,969
19,109,6,1,33,36,467
19,109,7,2,33,45,922
19,109,7,2,35,47,506
19,109,8,1,36,39,160
19,109,8,2,16,28,74
19,109,3,1,48,51,1180
19,109,5,1,37,40,287
19,109,6,2,13,33,48
19,109,7,1,36,39,297
19,109,7,2,27,39,1337
19,109,8,1,33,36,81
19,109,9,2,29,41,144
19,109,2,1,46,49,937
19,109,4,1,43,46,1193
19,109,4,3,42,46,256
19,109,5,1,31,34,242
19,109,5,1,36,39,1044
19,109,6,1,39,42,418
19,109,7,2,31,43,710
19,109,7,1,24,27,53
19,109,8,2,13,33,263
19,109,8,2,34,46,344
19,109,9,2,20,32,321
19,109,9,2,35,47,186
19,109,8,2,33,45,469
19,109,7,2,25,37,823
19,109,8,1,34,37,225
19,109,8,2,35,47,265
19,109,9,2,36,48,136
19,103,2,3,47,51,460
19,103,3,3,48,52,732
19,103,3,1,46,49,3834
19,103,5,1,34,37,3167
19,103,6,1,35,38,2041
19,103,7,1,36,39,514
19,103,9,1,37,40,40
19,103,5,1,33,36,1731
19,103,7,1,34,37,959
19,103,8,2,27,39,789
19,103,2,1,32,35,71
19,103,2,1,51,54,369
19,103,3,1,49,52,1608
19,103,3,1,50,53,1181
19,103,3,1,47,50,2897
19,103,3,1,48,51,2219
19,103,4,1,40,43,3809
19,103,4,1,41,44,3604
19,103,4,1,44,47,1467
19,103,4,3,45,49,322
19,103,4,1,43,46,1817
19,103,4,1,42,45,2657
19,103,5,1,32,35,702
19,103,5,1,30,33,268
19,103,5,1,37,40,482
19,103,5,1,41,44,1388
19,103,6,2,29,41,578
19,103,6,1,33,36,1536
19,103,6,1,36,39,1677
19,103,6,1,34,37,2739
19,103,6,1,38,41,847
19,103,6,1,37,40,499
19,103,7,2,27,39,1605
19,103,7,2,19,31,426
19,103,7,2,26,38,1394
19,103,7,2,37,49,454
19,103,7,2,34,46,1118
19,103,8,2,34,46,542
19,103,8,2,38,50,166
19,103,8,2,33,45,689
19,103,8,2,36,48,316
19,103,8,1,39,42,186
19,103,9,2,33,45,581
19,103,9,2,35,47,297
19,103,9,1,35,38,212
19,103,9,1,33,36,158
19,103,9,1,36,39,200
19,105,2,1,48,51,564
19,105,2,1,47,50,733
19,105,2,1,50,53,291
19,105,2,3,52,56,44
19,105,3,3,51,55,151
19,105,3,1,46,49,2524
19,105,3,3,47,51,463
19,105,3,3,49,53,275
19,105,4,1,23,26,123
19,105,4,1,43,46,986
19,105,4,3,45,49,173
19,105,4,1,42,45,1557
19,105,4,1,41,44,1865
19,105,4,1,40,43,2210
19,105,4,1,44,47,907
19,105,5,1,31,34,396
19,105,5,1,32,35,440
19,105,5,1,35,38,1226
19,105,5,1,34,37,1701
19,105,6,2,32,44,102
19,105,6,3,43,47,84
19,105,6,3,46,50,64
19,105,6,1,36,39,970
19,105,6,1,34,38,187
19,105,6,1,34,37,1751
19,105,6,3,42,46,101
19,105,6,1,40,43,686
19,105,7,1,39,42,203
19,105,7,1,35,38,449
19,105,7,1,42,45,164
19,105,7,1,34,37,623
19,105,7,1,48,51,35
19,105,7,2,25,37,387
19,105,7,2,33,45,1058
19,105,8,2,35,47,335
19,105,8,2,34,46,471
19,105,8,2,33,45,633
19,105,8,2,37,49,191
19,105,8,2,36,48,239
19,105,8,2,38,50,123
19,105,9,2,34,46,291
19,105,9,2,39,51,52
19,105,9,2,33,45,398
19,105,9,1,28,33,1
19,105,3,3,48,52,367
19,105,3,1,47,50,1969
19,105,3,1,49,52,1093
19,105,3,3,46,50,606
19,105,3,1,50,53,786
19,105,4,3,44,48,178
19,105,4,1,45,48,808
19,105,5,2,19,31,93
19,105,5,1,42,45,514
19,105,5,3,43,47,82
19,105,5,1,40,43,665
19,105,6,2,27,39,432
19,105,6,2,19,31,179
19,105,6,2,25,37,232
19,105,7,2,26,38,600
19,105,7,2,21,33,111
19,105,7,2,35,47,596
19,105,7,2,24,36,348
19,105,8,1,34,37,397
19,105,8,1,33,36,211
19,105,9,2,22,34,164
19,105,9,2,19,31,221
19,105,2,3,48,52,131
19,105,2,3,47,51,199
19,105,2,1,52,55,152
19,105,2,1,46,49,915
19,105,3,1,53,56,293
19,105,3,1,51,54,597
19,105,3,1,48,51,1446
19,105,4,3,42,46,231
19,105,4,3,46,50,126
19,105,5,1,43,46,363
19,105,5,1,34,38,169
19,105,5,1,44,47,308
19,105,5,3,44,48,76
19,105,5,1,35,39,17
19,105,5,1,41,44,635
19,105,5,1,36,39,971
19,105,5,3,47,51,55
19,105,5,1,33,36,911
19,105,6,1,32,35,473
19,105,6,2,30,42,42
19,105,6,1,42,45,538
19,105,6,1,43,46,345
19,105,6,1,41,44,608
19,105,6,3,45,49,86
19,105,7,2,27,39,689
19,105,7,2,28,40,609
19,105,7,2,36,48,433
19,105,7,2,34,46,808
19,105,7,3,49,53,8
19,105,7,1,36,39,366
19,105,8,2,26,38,384
19,105,8,2,11,23,3
19,105,8,2,23,35,374
19,105,9,2,13,33,64
19,105,2,3,53,,28
19,105,3,1,21,24,16
19,105,3,1,24,27,44
19,105,3,1,52,55,439
19,105,3,3,50,54,214
19,105,4,1,47,50,418
19,105,4,1,49,52,196
19,105,5,3,46,50,57
19,105,5,1,39,42,610
19,105,6,2,13,33,44
19,105,6,1,30,33,110
19,105,6,1,19,33,2
19,105,6,2,26,38,360
19,105,6,2,28,40,465
19,105,6,1,35,38,1276
19,105,6,3,44,48,81
19,105,6,1,33,36,980
19,105,7,2,29,41,461
19,105,8,2,21,33,214
19,105,8,2,19,31,295
19,105,8,2,17,29,90
19,105,8,2,22,34,346
19,105,8,1,45,48,64
19,105,9,1,34,37,222
19,105,2,3,50,54,90
19,105,3,1,23,26,87
19,105,3,3,53,,74
19,105,4,2,31,43,17
19,105,4,1,48,51,298
19,105,5,2,23,35,13
19,105,5,3,45,49,60
19,105,5,1,46,49,182
19,105,5,1,52,55,31
19,105,6,1,45,48,324
19,105,6,1,39,42,665
19,105,7,3,44,48,29
19,105,7,2,37,49,269
19,105,7,2,40,52,98
19,105,7,2,38,50,209
19,105,7,2,39,51,146
19,105,8,2,28,40,333
19,105,8,1,43,46,68
19,105,8,1,40,43,144
19,105,9,2,28,40,134
19,105,2,3,46,50,226
19,105,2,1,51,54,200
19,105,4,2,19,31,64
19,105,4,3,43,47,215
19,105,4,3,52,56,22
19,105,5,3,42,46,88
19,105,5,1,49,52,80
19,105,6,2,29,41,218
19,105,6,3,47,51,49
19,105,6,1,34,39,7
19,105,6,1,35,39,13
19,105,7,2,31,43,541
19,105,7,3,42,46,34
19,105,7,1,46,49,76
19,105,8,2,27,39,459
19,105,8,1,41,44,160
19,105,8,1,44,47,59
19,105,9,2,20,33,66
19,105,9,1,18,21,8
19,105,4,3,48,52,74
19,105,4,1,46,49,437
19,105,5,3,53,,12
19,105,6,2,31,43,86
19,105,7,2,18,30,159
19,105,7,1,34,38,50
19,105,8,2,20,32,405
19,105,8,3,47,51,16
19,105,9,2,27,39,196
19,105,9,2,32,44,124
19,105,9,2,25,37,161
19,105,3,1,25,28,42
19,105,4,1,30,33,66
19,105,5,1,30,33,181
19,105,7,2,13,33,74
19,105,9,2,20,32,201
19,105,3,3,52,56,127
19,105,6,1,44,47,286
19,105,7,1,45,48,96
19,105,8,3,42,46,24
19,105,8,1,46,49,47
19,105,9,1,23,26,173
19,105,7,1,51,54,16
19,105,7,1,50,53,24
19,105,8,1,36,39,218
19,105,9,2,17,33,12
19,105,9,2,29,41,138
19,105,9,1,16,33,3
19,105,4,3,47,51,96
19,105,5,1,48,51,126
19,105,8,2,20,33,103
19,105,8,2,31,43,391
19,105,5,1,34,39,4
19,105,5,3,50,54,20
19,105,7,1,49,52,32
19,105,7,1,41,44,253
19,105,8,2,25,37,391
19,105,9,1,34,38,19
19,105,9,2,31,43,158
19,105,9,2,17,29,45
19,105,2,1,49,52,403
19,105,4,1,50,53,154
19,105,5,1,45,48,298
19,105,7,2,32,44,544
19,105,7,1,43,46,121
19,105,8,2,24,36,317
19,105,8,1,30,33,17
19,105,9,1,35,38,133
19,105,9,2,36,48,147
19,105,3,2,19,31,58
19,105,4,1,31,34,196
19,105,6,1,51,54,61
19,105,7,2,19,31,164
19,105,8,2,30,42,282
19,105,8,1,34,38,34
19,105,8,1,35,39,2
19,105,9,2,23,35,131
19,105,2,3,54,,21
19,105,4,3,51,55,32
19,105,5,1,50,53,69
19,105,7,3,46,50,11
19,105,9,3,49,53,5
19,105,3,1,30,33,66
19,105,8,1,35,38,274
19,105,9,2,30,42,103
19,105,3,1,26,29,61
19,105,3,3,54,,41
19,105,4,2,16,28,7
19,105,6,3,49,53,25
19,105,6,3,48,52,27
19,105,7,2,20,32,195
19,105,8,1,42,45,133
19,105,9,1,44,47,33
19,105,3,2,17,29,42
19,105,4,1,28,33,11
19,105,6,2,21,33,62
19,105,6,1,47,50,160
19,105,6,1,50,53,66
19,105,7,1,34,39,3
19,105,7,1,44,47,85
19,105,9,1,20,23,10
19,105,7,1,33,36,334
19,105,6,2,24,36,143
19,105,7,1,30,33,27
19,105,9,3,42,46,19
19,105,8,2,13,33,151
19,105,9,2,24,36,139
19,105,2,3,49,53,111
19,105,8,3,44,48,13
19,105,5,1,23,26,150
19,105,5,1,53,56,22
19,105,7,1,47,50,52
19,105,9,3,47,51,10
19,105,6,1,46,49,172
19,105,6,3,51,55,12
19,105,9,2,21,33,126
19,105,9,1,33,36,118
19,105,9,3,43,47,7
19,105,4,1,25,28,52
19,105,5,2,13,33,11
19,105,5,1,47,50,153
19,105,7,1,31,34,65
19,105,7,1,40,43,242
19,105,8,2,29,41,289
19,105,5,3,48,52,35
19,105,7,1,35,39,5
19,105,7,3,43,47,39
19,105,3,1,32,35,172
19,105,3,2,18,30,70
19,105,4,1,32,35,170
19,105,4,2,22,34,15
19,105,5,2,29,41,16
19,105,5,1,29,32,148
19,105,6,2,20,32,130
19,105,7,2,30,42,396
19,105,3,2,13,33,4
19,105,6,2,23,35,155
19,105,7,2,20,33,48
19,105,9,1,43,46,36
19,105,9,2,19,33,35
19,105,9,1,40,43,83
19,105,9,1,25,28,14
19,105,9,3,52,56,1
19,105,5,1,37,40,252
19,105,8,1,38,41,79
19,105,5,3,49,53,32
19,105,8,1,39,42,145
19,105,3,1,28,31,51
19,105,3,1,54,,215
19,105,4,1,18,21,6
19,105,6,2,20,33,37
19,105,6,3,52,56,13
19,105,8,1,53,56,4
19,105,8,3,43,47,28
19,105,8,1,34,39,1
19,105,7,1,28,31,2
19,105,8,1,23,26,48
19,105,8,1,25,28,4
19,105,5,1,13,33,90
19,105,6,1,38,41,482
19,105,6,1,37,40,256
19,105,9,1,24,33,49
19,105,5,1,25,28,48
19,105,6,1,13,33,30
19,105,2,1,53,56,120
19,105,5,2,31,43,19
19,105,5,1,38,41,419
19,105,6,2,18,30,141
19,105,7,2,22,34,206
19,105,7,1,37,40,82
19,105,2,1,30,33,19
19,105,4,1,13,33,39
19,105,7,2,16,28,27
19,105,4,2,25,37,3
19,105,4,2,32,44,26
19,105,9,2,35,47,200
19,105,3,1,13,33,26
19,105,8,2,18,30,287
19,105,4,2,18,30,125
19,105,9,1,15,18,6
19,105,3,1,27,30,36
19,105,9,2,37,49,105
19,105,4,1,26,29,92
19,105,7,1,38,41,179
19,105,2,3,51,55,71
19,105,5,1,28,31,151
19,105,2,3,55,,16
19,105,4,3,53,,23
19,105,5,2,20,33,9
19,105,7,2,17,29,75
19,105,8,2,32,44,320
19,105,2,1,25,28,5
19,105,4,2,20,33,7
19,105,6,2,17,29,76
19,105,5,1,27,30,96
19,105,5,2,18,33,11
19,105,6,2,22,34,76
19,105,8,2,17,33,7
19,105,3,2,14,26,2
19,105,6,1,14,17,2
19,105,7,2,23,35,227
19,105,4,3,50,54,45
19,105,9,1,54,,5
19,105,4,1,29,32,62
19,109,8,2,36,48,193
19,113,2,1,47,50,1008
19,113,2,1,49,52,551
19,113,3,1,46,49,3316
19,113,3,1,48,51,1888
19,113,4,1,41,44,2758
19,113,4,1,40,43,3322
19,113,5,1,34,37,2364
19,113,5,1,35,38,1885
19,113,5,1,39,42,886
19,113,5,1,37,40,664
19,113,6,1,36,39,1310
19,113,6,1,34,37,2118
19,113,6,1,35,38,1657
19,113,6,1,33,36,1138
19,113,7,2,33,45,1021
19,113,7,1,38,41,211
19,113,8,1,34,37,393
19,113,2,2,25,37,6
19,113,3,1,29,32,126
19,113,3,3,47,51,782
19,113,4,1,43,46,1369
19,113,4,1,42,45,1966
19,113,5,1,28,33,31
19,113,5,1,33,36,1310
19,113,5,1,38,41,860
19,113,6,2,27,39,1202
19,113,7,2,23,35,558
19,113,7,2,34,46,738
19,113,7,2,30,42,572
19,113,8,1,35,38,271
19,113,2,3,46,50,424
19,113,3,1,32,35,220
19,113,3,1,47,50,2474
19,113,3,1,49,52,1372
19,113,3,3,48,52,529
19,113,4,1,30,33,137
19,113,4,1,29,32,164
19,113,4,2,13,33,15
19,113,6,1,32,35,542
19,113,7,2,37,49,313
19,113,7,2,36,48,410
19,113,8,2,33,45,499
19,113,8,2,35,47,272
19,113,8,2,30,42,346
19,113,9,2,33,45,370
19,113,2,3,48,52,238
19,113,2,3,51,55,116
19,113,3,3,50,54,351
19,113,3,3,52,56,200
19,113,4,1,25,28,140
19,113,4,1,44,47,1109
19,113,5,1,23,26,127
19,113,5,1,27,30,309
19,113,5,1,36,39,1554
19,113,6,1,31,34,219
19,113,6,2,26,38,794
19,113,6,2,23,35,272
19,113,6,1,39,42,868
19,113,6,1,42,45,372
19,113,7,1,34,37,613
19,113,7,1,35,38,474
19,113,7,1,36,39,365
19,113,7,1,33,36,316
19,113,8,2,23,35,722
19,113,8,1,28,31,4
19,113,9,1,25,28,313
19,113,9,2,19,31,477
19,113,2,1,50,53,431
19,113,2,3,53,,66
19,113,2,1,48,51,759
19,113,3,1,51,54,762
19,113,3,1,52,55,564
19,113,4,3,43,47,493
19,113,4,1,45,48,869
19,113,4,3,47,51,118
19,113,5,1,28,31,446
19,113,5,1,30,33,439
19,113,5,1,44,47,228
19,113,5,1,41,44,647
19,113,6,1,28,33,17
19,113,6,1,37,40,529
19,113,7,2,27,39,1447
19,113,7,2,18,30,327
19,113,8,2,21,33,659
19,113,8,1,27,30,3
19,113,8,2,34,46,409
19,113,9,2,26,38,252
19,113,9,2,25,37,208
19,113,2,1,28,33,5
19,113,2,1,46,49,1437
19,113,3,1,23,26,98
19,113,3,1,25,28,89
19,113,3,1,28,33,15
19,113,4,3,45,49,219
19,113,5,1,25,28,166
19,113,5,1,40,43,817
19,113,6,1,38,41,749
19,113,6,1,41,44,551
19,113,7,1,28,33,8
19,113,7,2,25,37,1022
19,113,7,2,35,47,576
19,113,8,2,28,40,510
19,113,8,1,30,33,4
19,113,8,2,36,48,241
19,113,9,2,20,32,493
19,113,2,3,47,51,356
19,113,3,1,27,30,167
19,113,3,1,50,53,993
19,113,4,3,49,53,80
19,113,5,1,32,35,721
19,113,5,1,42,45,438
19,113,6,2,31,43,141
19,113,6,1,44,47,224
19,113,7,2,20,32,311
19,113,7,2,26,38,1227
19,113,7,1,37,40,154
19,113,7,2,24,36,783
19,113,8,1,36,39,223
19,113,8,1,38,41,123
19,113,3,1,26,29,107
19,113,3,1,31,34,128
19,113,3,1,27,33,10
19,113,3,3,46,50,968
19,113,4,2,18,30,195
19,113,4,3,44,48,310
19,113,5,1,26,29,232
19,113,5,1,46,49,129
19,113,6,2,28,40,930
19,113,7,1,40,43,195
19,113,7,1,42,45,94
19,113,7,2,22,34,330
19,113,8,2,27,39,597
19,113,8,2,29,41,332
19,113,8,2,18,30,874
19,113,8,2,13,33,211
19,113,8,1,33,36,196
19,113,9,2,23,35,332
19,113,9,2,34,46,268
19,113,9,1,26,29,28
19,113,2,1,51,54,316
19,113,4,1,28,33,19
19,113,4,3,42,46,525
19,113,5,1,29,33,107
19,113,7,2,28,40,1224
19,113,7,2,31,43,718
19,113,3,1,28,31,163
19,113,4,1,26,33,6
19,113,8,2,24,36,580
19,113,3,3,51,55,275
19,113,4,1,28,31,168
19,113,5,1,31,34,467
19,113,7,1,41,44,181
19,113,7,1,23,26,62
19,113,8,1,28,33,8
19,113,8,2,22,34,784
19,113,8,2,32,44,248
19,113,7,1,39,42,241
19,113,9,2,19,33,36
19,113,9,2,17,29,310
19,113,9,2,37,49,108
19,113,9,2,38,50,83
19,113,9,2,35,47,198
19,113,9,2,18,33,37
19,113,9,1,36,39,159
19,113,9,1,34,37,242
19,113,2,3,49,53,199
19,113,7,2,20,33,38
19,113,8,2,19,31,797
19,113,2,3,50,54,161
19,113,6,2,24,36,345
19,113,6,1,13,16,20
19,113,8,2,26,38,669
19,113,8,2,20,32,804
19,113,9,1,37,40,63
19,113,3,1,16,19,101
19,113,3,3,53,,131
19,113,5,1,48,51,90
19,113,6,2,29,41,424
19,113,7,2,32,44,543
19,113,7,1,44,47,63
19,113,8,1,39,42,143
19,113,7,1,25,28,64
19,113,9,2,21,33,302
19,113,9,2,28,40,227
19,113,5,1,29,32,402
19,113,8,2,17,29,437
19,113,2,3,52,56,92
19,113,4,1,46,49,536
19,113,7,2,19,31,317
19,113,8,1,40,43,117
19,113,9,1,43,46,24
19,113,4,1,23,26,125
19,113,5,2,20,33,4
19,105,6,2,18,33,7
19,105,8,1,24,27,64
19,105,8,1,30,34,1
19,105,9,2,18,30,153
19,105,2,1,26,29,15
19,105,7,1,13,33,8
19,105,8,2,19,33,28
19,105,9,2,16,28,31
19,105,9,1,31,34,6
19,105,2,2,18,30,3
19,105,5,1,26,29,84
19,105,7,1,32,35,77
19,105,8,2,26,39,1
19,105,8,1,32,35,44
19,105,9,2,26,38,171
19,105,2,1,32,35,26
19,105,3,1,24,33,6
19,105,5,1,24,27,53
19,105,6,1,31,34,379
19,105,9,1,24,27,268
19,105,2,1,29,32,19
19,105,7,1,26,29,24
19,105,6,2,19,33,10
19,105,3,2,18,33,10
19,105,9,1,27,33,16
19,105,9,1,32,35,5
19,105,8,1,31,34,17
19,105,2,1,23,26,12
19,105,8,1,13,33,4
19,105,8,1,26,29,26
19,105,8,1,37,40,34
19,105,3,2,20,32,19
19,105,9,1,39,42,80
19,105,6,1,26,29,26
19,105,6,1,26,33,3
19,105,8,1,25,33,1
19,105,3,2,21,33,4
19,105,9,1,26,29,47
19,105,4,2,20,32,40
19,105,8,2,16,28,49
19,105,9,1,38,41,59
19,105,4,1,51,54,110
19,105,4,1,26,33,10
19,105,8,2,18,33,12
19,105,3,1,26,33,11
19,105,3,1,31,34,119
19,105,4,2,18,33,16
19,105,7,2,18,33,21
19,105,7,2,15,27,6
19,105,2,1,54,,76
19,105,3,1,29,33,15
19,105,5,1,26,33,8
19,105,5,1,29,33,42
19,105,7,2,19,33,27
19,105,8,2,14,26,5
19,105,9,1,37,40,26
19,105,2,2,19,31,6
19,105,3,1,29,32,42
19,105,4,2,24,36,11
19,105,4,1,27,30,75
19,105,3,2,29,41,5
19,105,5,1,51,54,48
19,105,9,1,36,39,96
19,105,3,1,27,33,3
19,105,5,2,21,33,8
19,105,4,2,30,42,10
19,105,4,2,13,33,6
19,105,2,1,26,33,2
19,105,3,2,16,33,3
19,105,3,2,30,42,11
19,105,4,2,28,40,6
19,105,4,2,29,41,6
19,105,4,2,21,33,4
19,105,5,2,17,29,61
19,105,5,1,28,33,9
19,105,5,2,24,36,13
19,105,3,1,19,22,9
19,105,6,1,28,31,12
19,105,7,3,47,51,10
19,105,8,2,39,51,80
19,105,9,2,38,50,69
19,105,7,1,24,27,48
19,105,5,2,28,40,18
19,105,8,1,24,33,11
19,105,5,2,22,34,12
19,105,5,2,32,44,32
19,105,2,1,29,33,6
19,105,5,2,20,32,58
19,105,4,2,19,33,14
19,105,2,2,18,33,2
19,105,6,2,17,33,4
19,109,9,2,33,45,320
19,109,5,1,39,42,459
19,109,7,1,34,37,450
19,109,7,1,40,43,201
19,109,8,2,26,38,589
19,109,8,2,18,33,30
19,109,9,2,25,37,176
19,109,9,2,34,46,246
19,109,2,3,46,50,266
19,109,2,3,50,54,121
19,109,2,3,47,51,225
19,109,3,3,49,53,348
19,109,3,1,53,56,259
19,109,3,1,51,54,470
19,109,3,1,52,55,348
19,109,4,1,45,48,718
19,109,5,3,47,51,52
19,109,6,1,32,35,417
19,109,6,2,28,40,827
19,109,7,2,20,32,248
19,109,7,2,18,30,190
19,109,7,1,44,47,110
19,109,7,1,41,44,216
19,109,8,2,17,29,376
19,109,8,2,22,34,526
19,109,8,2,38,50,125
19,109,8,2,37,49,158
19,109,8,1,35,38,182
19,109,9,2,21,33,218
19,109,9,2,19,31,306
19,109,3,1,21,24,24
19,109,3,1,50,53,595
19,109,4,1,52,55,88
19,109,4,1,44,47,964
19,109,4,1,49,52,195
19,109,5,1,41,44,693
19,109,6,2,26,38,688
19,109,6,2,24,36,249
19,109,7,2,17,29,96
19,109,7,1,37,40,95
19,109,7,1,33,36,148
19,109,7,2,30,42,722
19,109,7,2,36,48,384
19,109,7,2,38,50,195
19,109,8,1,37,40,55
19,109,8,1,43,46,63
19,109,8,1,38,41,82
19,109,9,2,26,38,199
19,109,9,2,37,49,100
19,109,2,1,31,34,4
19,109,2,2,24,36,3
19,109,2,2,13,33,4
19,109,3,1,32,35,94
19,109,3,2,17,29,27
19,109,3,1,19,22,8
19,109,3,2,19,31,47
19,109,3,1,24,33,2
19,109,3,2,24,36,9
19,109,3,2,21,33,11
19,109,4,2,20,32,31
19,109,4,1,27,33,12
19,109,4,1,23,26,58
19,109,4,2,18,30,71
19,109,4,2,19,31,64
19,109,4,1,27,30,110
19,109,4,1,26,29,62
19,109,4,2,32,44,29
19,109,4,2,13,33,1
19,109,5,1,27,30,244
19,109,5,1,13,33,108
19,109,5,1,32,35,352
19,109,5,2,27,39,39
19,109,5,1,30,33,268
19,109,6,2,29,41,349
19,109,6,2,27,39,1012
19,109,6,2,23,35,237
19,109,6,2,17,29,66
19,109,6,2,25,37,399
19,109,6,2,19,31,176
19,109,6,2,20,32,161
19,109,7,2,22,34,171
19,109,7,2,28,40,1080
19,109,7,2,21,33,175
19,109,7,2,29,41,534
19,109,7,2,32,44,469
19,109,8,2,18,30,474
19,109,8,2,31,43,424
19,109,8,2,20,33,135
19,109,8,2,25,37,504
19,109,8,2,23,35,578
19,109,8,2,20,32,633
19,109,8,2,17,33,11
19,109,9,2,17,29,140
19,109,9,2,13,33,103
19,109,9,2,28,40,232
19,103,9,2,27,39,282
19,103,7,1,33,36,545
19,103,7,2,29,41,1034
19,103,9,2,17,29,208
19,103,2,3,48,52,342
19,103,2,1,50,53,498
19,103,2,1,46,49,1754
19,103,3,1,32,35,301
19,103,3,3,47,51,969
19,103,3,3,49,53,591
19,103,4,1,32,35,341
19,103,5,1,36,39,1825
19,103,5,1,34,38,259
19,103,5,1,43,46,633
19,103,6,1,39,42,1169
19,103,6,1,41,44,1172
19,103,6,3,42,46,150
19,103,7,2,20,33,130
19,103,7,2,24,36,851
19,103,7,2,33,45,1489
19,103,7,2,35,47,827
19,103,8,2,20,33,355
19,103,9,2,19,31,560
19,103,2,3,49,53,283
19,103,3,1,51,54,889
19,103,3,3,46,50,1334
19,103,4,2,19,31,134
19,103,5,1,39,42,1357
19,103,9,2,20,33,231
19,103,2,1,49,52,698
19,103,3,3,50,54,495
19,103,4,1,46,49,759
19,103,5,3,42,46,195
19,103,5,1,38,41,982
19,103,5,1,35,38,2226
19,103,6,2,20,33,59
19,103,6,1,43,46,565
19,103,3,1,26,29,84
19,103,3,3,53,,179
19,103,3,1,52,55,645
19,103,4,3,46,50,274
19,103,5,1,28,31,278
19,103,6,1,45,48,380
19,103,6,1,42,45,847
19,103,6,1,40,43,1075
19,103,7,1,34,38,72
19,103,8,2,32,44,529
19,103,8,2,19,31,1233
19,103,8,1,33,36,230
19,103,8,3,42,46,30
19,103,9,1,39,42,131
19,103,2,3,46,50,661
19,103,3,2,19,31,116
19,103,4,3,44,48,481
19,103,5,2,19,33,17
19,103,5,1,40,43,1321
19,103,6,1,34,38,223
19,103,6,3,43,47,178
19,103,7,2,31,43,1174
19,103,7,1,39,42,383
19,103,7,1,42,45,274
19,103,7,2,13,33,232
19,103,7,2,22,34,427
19,103,7,2,20,32,499
19,103,2,1,47,50,1375
19,103,6,2,24,36,379
19,103,6,1,44,47,483
19,103,7,2,32,44,947
19,103,8,1,35,38,359
19,103,4,3,43,47,544
19,103,8,2,24,36,715
19,103,9,2,18,30,491
19,103,9,2,34,46,400
19,103,2,1,48,51,998
19,103,2,3,50,54,224
19,103,3,3,54,,135
19,103,3,3,52,56,262
19,103,4,1,47,50,551
19,103,4,3,42,46,544
19,103,4,1,49,52,335
19,103,4,1,45,48,1177
19,103,5,1,29,33,91
19,103,6,1,25,28,24
19,103,6,3,47,51,68
19,103,7,2,38,50,323
19,103,7,2,39,51,243
19,103,7,2,36,48,607
19,103,8,2,16,28,214
19,103,8,2,20,32,1276
19,103,8,1,34,37,475
19,103,8,1,38,41,160
19,103,8,2,31,43,671
19,103,8,2,40,52,84
19,103,9,1,25,28,38
19,103,9,2,30,42,225
19,103,9,2,41,53,41
19,103,3,1,21,24,27
19,103,3,3,51,55,373
19,103,7,1,35,38,683
19,103,8,2,37,49,220
19,103,9,2,36,48,224
19,103,2,1,53,56,213
19,103,6,1,32,35,712
19,103,7,2,23,35,720
19,103,7,2,18,30,391
19,103,7,2,13,25,8
19,103,7,1,37,40,162
19,103,8,2,11,23,10
19,103,8,2,29,41,543
19,103,3,2,17,29,75
19,103,4,2,17,29,73
19,103,6,2,28,40,1124
19,103,6,2,25,37,622
19,103,7,2,28,40,1459
19,103,7,1,38,41,273
19,103,8,2,28,40,671
19,103,8,2,35,47,406
19,103,2,3,51,55,141
19,103,6,2,27,39,1169
19,103,6,2,13,33,152
19,103,7,2,30,42,983
19,103,8,2,17,29,486
19,103,8,1,36,39,284
19,103,9,2,29,41,195
19,103,3,1,31,34,144
19,103,4,2,27,39,14
19,103,4,1,30,33,84
19,103,8,2,19,33,92
19,103,9,2,31,43,240
19,103,4,1,27,30,118
19,103,7,2,15,27,26
19,103,7,2,25,37,1113
19,103,8,2,18,30,899
19,103,9,2,20,32,653
19,103,2,2,31,43,2
19,103,2,1,52,55,318
19,103,4,1,48,51,415
19,103,5,1,42,45,916
19,103,6,2,26,38,959
19,103,8,2,15,27,80
19,103,8,2,25,37,733
19,103,8,1,37,40,90
19,103,9,2,19,33,59
19,103,9,1,20,23,14
19,103,8,2,30,42,611
19,103,8,3,43,47,24
19,103,8,2,23,35,880
19,103,9,1,24,27,192
19,103,9,2,23,35,381
19,103,9,2,21,33,356
19,103,8,2,21,33,791
19,103,8,1,30,33,2
19,103,7,1,40,43,381
19,103,3,1,16,19,53
19,103,3,2,17,33,18
19,103,5,1,25,28,154
19,103,5,1,31,34,394
19,103,6,2,32,44,149
19,103,7,2,17,29,182
