-5,-4,-3,-2,-1,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,22,23,33
0.07584644,0.049706154,0.084068701,0.118985409,0.10006734,0.110274876,0.094835761,0.091435464,0.085780218,0.0643577,0.039657974,0.015714154,0.014761866,0.015890361,0.013829752,0.003269803,0.005756119,0.00369551,8.92E-04,0.002357864,7.43E-04,0.002783571,4.46E-04,0.002486316,1.49E-04,0.001168845,5.95E-04,2.97E-04,1.49E-04
0.106112838,0.068060238,0.11450282,0.164605374,0.131907189,0.124898886,0.087744992,0.048395628,0.036697925,0.037475982,0.027027253,0.003679795,0.008517488,0.013418666,0.011778868,8.17E-05,0.003334241,0.001721498,0,0.001703283,0,0.003316026,0,0.003316026,4.53E-05,0.001658013,0,0,0
